,Unnamed: 0,id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url
11332,11332,2ekn2ttSfGqwhhate0LSR0,Pop,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,https://p.scdn.co/mp3-preview/e4f2ca20fc8aea1eb592d613d7a4b4da6012eaa2?cid=b1b7bb35faa34eac9690da4b561aa86f
11350,11350,22mek4IiqubGD9ctzxc69s,Pop,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,212640,4,https://p.scdn.co/mp3-preview/6aa9aca8fda017e572a0065c00a67feb6f044d0c?cid=b1b7bb35faa34eac9690da4b561aa86f
11360,11360,4jPy3l0RUwlUI9T5XHBW2m,Pop,0.701,0.716,7,-3.671,0,0.0361,0.174,0.0,0.324,0.732,91.007,140533,4,https://p.scdn.co/mp3-preview/c425299d5996843fc24308b896f7ce60fd262c99?cid=b1b7bb35faa34eac9690da4b561aa86f
11386,11386,7EQGXaVSyEDsCWKmUcfpLk,Pop,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,4,https://p.scdn.co/mp3-preview/237e17c6319aa02a1fde3ebcd89c5e5e3e03dbf8?cid=b1b7bb35faa34eac9690da4b561aa86f
11389,11389,63SevszngYpZOwf63o61K4,Pop,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,156600,4,https://p.scdn.co/mp3-preview/53dfd244b22ffa132a91d7b224885f44c2a776ee?cid=b1b7bb35faa34eac9690da4b561aa86f
11395,11395,5DqdesEfbRyOlSS3Tf6c29,Pop,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4,https://p.scdn.co/mp3-preview/6e72053e14390cfe06f7516e289ef2a82383f986?cid=b1b7bb35faa34eac9690da4b561aa86f
11396,11396,3DmW6y7wTEYHJZlLo1r6XJ,Pop,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,206167,4,https://p.scdn.co/mp3-preview/147f604daafe57187f50f6dafa5a052262eedad5?cid=b1b7bb35faa34eac9690da4b561aa86f
11405,11405,6jRq8gaZhMUyy5RclRPcAf,Pop,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,1,https://p.scdn.co/mp3-preview/22c354ac8d2a9354509ecb517a26fc34069600c4?cid=b1b7bb35faa34eac9690da4b561aa86f
11407,11407,6Knv6wdA0luoMUuuoYi2i1,Pop,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,192191,4,https://p.scdn.co/mp3-preview/3bf2d48a92c9a21ddb14d8aae379488ff0604aff?cid=b1b7bb35faa34eac9690da4b561aa86f
11408,11408,2V4bv1fNWfTcyRJKmej6Sj,Pop,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,213293,4,https://p.scdn.co/mp3-preview/649f480a624454b97a73e354568fcfb9214fdd46?cid=b1b7bb35faa34eac9690da4b561aa86f
11409,11409,2Oycxb8QbPkpHTo8ZrmG0B,Pop,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,0.595,127.99,169333,4,https://p.scdn.co/mp3-preview/cd0c535e75a018a3e0d8d57045834e1098bb6353?cid=b1b7bb35faa34eac9690da4b561aa86f
11410,11410,37f4ITSlgPX81ad2EvmVQr,Pop,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,204013,4,https://p.scdn.co/mp3-preview/6f663802836a949b3485a71e13ff92d7a6fba6b2?cid=b1b7bb35faa34eac9690da4b561aa86f
11411,11411,3HVWdVOQ0ZA45FuZGSfvns,Pop,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4,https://p.scdn.co/mp3-preview/03dbc7b6fcafda4f5c223036f0ca919f2b65da25?cid=b1b7bb35faa34eac9690da4b561aa86f
11414,11414,1z6WtY7X4HQJvzxC4UgkSf,Pop,0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,267413,4,https://p.scdn.co/mp3-preview/b33aaf728bc4a9357d00b4460ba81fde8a1407b2?cid=b1b7bb35faa34eac9690da4b561aa86f
11418,11418,017PF4Q3l4DBUiWoXk4OWT,Pop,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4,https://p.scdn.co/mp3-preview/a0078bbdb4351ec221eb7f330bd01856636601b5?cid=b1b7bb35faa34eac9690da4b561aa86f
11419,11419,22PMfvdz35fFKYnJyMn077,Pop,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,230192,4,https://p.scdn.co/mp3-preview/6747a3674ec0b24ab9067972bb19291c3048a8d2?cid=b1b7bb35faa34eac9690da4b561aa86f
11421,11421,748mdHapucXQri7IAO8yFK,Pop,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4,https://p.scdn.co/mp3-preview/e3ea7622ca746e1e96c3dac7d7e07b7ccfdeb3f1?cid=b1b7bb35faa34eac9690da4b561aa86f
11431,11431,2XU0oxnq2qxCpomAAuJY8K,Pop,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,https://p.scdn.co/mp3-preview/d03d7e46e89547f5a1994483f27e221c8de1f5c5?cid=b1b7bb35faa34eac9690da4b561aa86f
11432,11432,6ZtiywT2Qm50a1uR0jlY35,Pop,0.846,0.734,2,-3.601,1,0.108,0.286,8.27e-05,0.425,0.717,90.98,207761,4,https://p.scdn.co/mp3-preview/284f6a366f5a97078661c6debcd72c43f473732a?cid=b1b7bb35faa34eac9690da4b561aa86f
11433,11433,3yOlyBJuViE2YSGn3nVE1K,Pop,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4,https://p.scdn.co/mp3-preview/ea3ba7014fbff5a201d98ddab8d94e13fe56bb16?cid=b1b7bb35faa34eac9690da4b561aa86f
11439,11439,6WrI0LAC5M1Rw2MnX2ZvEg,Pop,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,4,https://p.scdn.co/mp3-preview/87258da8a9eb8d0a0d53071e06612955e6d3b28f?cid=b1b7bb35faa34eac9690da4b561aa86f
11447,11447,5bgwqaRSS3M8WHWruHgSL5,Pop,0.83,0.585,1,-5.802,1,0.0366,0.225,0.00209,0.0576,0.642,105.03,228600,4,https://p.scdn.co/mp3-preview/2e9a3023a21a4c083d1a5ad6beb0d503d719e7ae?cid=b1b7bb35faa34eac9690da4b561aa86f
11448,11448,1qYKWcEOrh2tM8PlgIm8K1,Pop,0.869,0.555,5,-5.984,1,0.0454,0.137,0.0,0.0746,0.738,112.003,158948,4,https://p.scdn.co/mp3-preview/0062178836f645d0c1ab0a84447cddd1022aec15?cid=b1b7bb35faa34eac9690da4b561aa86f
11449,11449,1WkMMavIMc4JZ8cfMmxHkI,Pop,0.669,0.832,0,-5.721,1,0.0682,0.0106,0.0,0.0968,0.7,113.035,237547,4,https://p.scdn.co/mp3-preview/8f4eee79e9574c8db62ebbdbbb5f14d6f9ed5fba?cid=b1b7bb35faa34eac9690da4b561aa86f
11450,11450,1bM50INir8voAkVoKuvEUI,Pop,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,269493,4,https://p.scdn.co/mp3-preview/8f6be8d3bdadf51fe002ebffe58107e28ae12314?cid=b1b7bb35faa34eac9690da4b561aa86f
11475,11475,6uIu54tY9Rjwrwk47RxqK9,Pop,0.769,0.724,3,-7.529,0,0.0575,0.0524,1.71e-06,0.148,0.534,115.045,168701,4,https://p.scdn.co/mp3-preview/ba930b07b1b31200447fd78be4e817999864ea56?cid=b1b7bb35faa34eac9690da4b561aa86f
11479,11479,4KETt1cheIlCStKidaRQMh,Pop,0.863,0.76,3,-6.68,0,0.0909,0.00253,0.0177,0.184,0.531,122.988,168902,4,https://p.scdn.co/mp3-preview/c12b3a39d1af6601918d208c04d706ef28538ce8?cid=b1b7bb35faa34eac9690da4b561aa86f
11482,11482,0tgVpDi06FyKpA1z0VMD4v,Pop,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,263400,3,https://p.scdn.co/mp3-preview/4e30857a3c7da3f8891483643e310bb233afadd2?cid=b1b7bb35faa34eac9690da4b561aa86f
11483,11483,5XLqdFEx9iNOS0oSuwtkF2,Pop,0.758,0.684,9,-7.46,0,0.0619,0.0557,0.0,0.175,0.604,119.926,139000,4,https://p.scdn.co/mp3-preview/7614b6a4a17bd88542e79b63726cc44992460782?cid=b1b7bb35faa34eac9690da4b561aa86f
11498,11498,68EMU2RD1ECNeOeJ5qAXCV,Pop,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,217707,4,https://p.scdn.co/mp3-preview/0af9ac246a60236b73e34854631a6c3de5cca602?cid=b1b7bb35faa34eac9690da4b561aa86f
11503,11503,7crMiinWx373rNBZBaVske,Pop,0.738,0.541,8,-5.597,1,0.0303,0.415,0.0,0.11,0.657,94.949,245507,4,https://p.scdn.co/mp3-preview/8f6feca88339354041d98a379567eea511f7c5e6?cid=b1b7bb35faa34eac9690da4b561aa86f
11504,11504,1SxtJ1p2EH3TC8dVzDlN33,Pop,0.8,0.478,9,-9.16,0,0.0739,0.0209,0.158,0.104,0.556,125.031,151040,4,https://p.scdn.co/mp3-preview/0727cec82261d85c8395afbc269558746fe48e4f?cid=b1b7bb35faa34eac9690da4b561aa86f
11510,11510,5knuzwU65gJK7IF5yJsuaW,Pop,0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4,https://p.scdn.co/mp3-preview/e2ffc646cf90e4e5b71e277394e093c3fbe49357?cid=b1b7bb35faa34eac9690da4b561aa86f
11516,11516,3ZhvdlpNrRc954nwnqzhNw,Pop,0.738,0.804,11,-3.851,1,0.0621,0.332,0.0,0.279,0.948,174.943,190213,4,https://p.scdn.co/mp3-preview/7fe5dddff8ce77e9ebb651569e20a7343c7a2cb4?cid=b1b7bb35faa34eac9690da4b561aa86f
11517,11517,2s1sdSqGcKxpPr5lCl7jAV,Pop,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5,https://p.scdn.co/mp3-preview/fa13db3d66f6daf051e9a3996090f7740532b9e8?cid=b1b7bb35faa34eac9690da4b561aa86f
11518,11518,3jWZTn9YmGH5lf0svT3dNH,Pop,0.672,0.648,3,-7.368,0,0.0322,0.179,0.000501,0.201,0.32,144.912,183724,4,https://p.scdn.co/mp3-preview/6fe8bc7c707490410d3da179beeae9220561710a?cid=b1b7bb35faa34eac9690da4b561aa86f
11524,11524,4OSBTYWVwsQhGLF9NHvIbR,Pop,0.73,0.769,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,228093,4,https://p.scdn.co/mp3-preview/d2d7e717c72a4fa08b3a8b22722c7369e8aa587d?cid=b1b7bb35faa34eac9690da4b561aa86f
11525,11525,1MSovZmmsTHsc2GqXAsg6r,Pop,0.696,0.728,7,-9.223,0,0.0504,0.277,0.0125,0.14,0.842,110.026,175636,4,https://p.scdn.co/mp3-preview/298ca28d201c4a6b3f84e613c40a3069d0a6c0fe?cid=b1b7bb35faa34eac9690da4b561aa86f
11536,11536,1qU8pLmJNC0V2aSOStjWcX,Pop,0.423,0.407,10,-7.45,1,0.0267,0.312,0.000961,0.11,0.161,139.048,285120,3,https://p.scdn.co/mp3-preview/b80d6e2a426bd586523ac5a028164efd0882ae4b?cid=b1b7bb35faa34eac9690da4b561aa86f
11537,11537,4oyTkYNopVIPm7Ebah6H2F,Pop,0.327,0.267,8,-7.109,1,0.0326,0.914,0.0,0.136,0.332,85.328,270413,5,https://p.scdn.co/mp3-preview/a0464d7d5e00c3e7c3328166cdd26c80bcee0b8b?cid=b1b7bb35faa34eac9690da4b561aa86f
11573,11573,0YammaEkYSeo9vQYZ1OwS6,Pop,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,0.79,95.031,198947,4,https://p.scdn.co/mp3-preview/08d9f01f54c783b1a6ae7999d22013345c253b45?cid=b1b7bb35faa34eac9690da4b561aa86f
11576,11576,2H6hkJrKaO6gYynZcUkp1Q,Pop,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,4,https://p.scdn.co/mp3-preview/de93c7aed8dff779d1fdba63d1522f2c770980f5?cid=b1b7bb35faa34eac9690da4b561aa86f
11583,11583,3bNv3VuUOKgrf5hu3YcuRo,Pop,0.556,0.319,9,-8.251,1,0.0281,0.893,0.0,0.0996,0.294,135.187,285240,4,https://p.scdn.co/mp3-preview/a79d612cac9b64e900ae937234e2838a88ebc415?cid=b1b7bb35faa34eac9690da4b561aa86f
11584,11584,1ROFHJl0Dldp3cZg39gjvD,Pop,0.74,0.702,3,-4.378,0,0.0613,0.0768,1.54e-06,0.0909,0.399,124.933,188160,4,https://p.scdn.co/mp3-preview/d5b41e459ab45db530cfee8817d02b50f957d1fc?cid=b1b7bb35faa34eac9690da4b561aa86f
11586,11586,0KpWiHVmIFDTvai20likX4,Pop,0.382,0.401,0,-8.955,1,0.0851,0.286,0.0,0.0851,0.145,185.636,187263,3,https://p.scdn.co/mp3-preview/684ad93f331d2f3556413fff7fe58f2957620328?cid=b1b7bb35faa34eac9690da4b561aa86f
11587,11587,3x8iDlzufI5bf9yyvc4Onz,Pop,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,209438,4,https://p.scdn.co/mp3-preview/faad7dce8e7deeb059c7c59645c594c40342812f?cid=b1b7bb35faa34eac9690da4b561aa86f
11592,11592,3KrdXYHIv0fikr5qKOxRAq,Pop,0.745,0.544,7,-4.517,0,0.0303,0.169,5.33e-05,0.12,0.422,104.985,214773,4,https://p.scdn.co/mp3-preview/ae12077fc1dd9df73ec737d609ca842169716c1f?cid=b1b7bb35faa34eac9690da4b561aa86f
11593,11593,2B00ucQ8TEPp78rIE5hvqx,Pop,0.611,0.592,0,-8.009,1,0.0489,0.494,2.02e-05,0.576,0.473,145.147,211862,4,https://p.scdn.co/mp3-preview/ad1be04cf8e016c1247739895ce12ddcf1f0d488?cid=b1b7bb35faa34eac9690da4b561aa86f
11599,11599,1G6maTDaGJby9SA8Qkycbu,Pop,0.635,0.843,5,-5.413,1,0.0432,0.0151,0.0,0.0876,0.434,109.014,220733,4,https://p.scdn.co/mp3-preview/54571519c5321fc530f2761dfe56ad81c78e7244?cid=b1b7bb35faa34eac9690da4b561aa86f
11600,11600,4uWUh0RcgELNbWbMzhNPqw,Pop,0.769,0.78,4,-6.751,0,0.0459,0.259,0.0,0.211,0.804,126.011,161905,4,https://p.scdn.co/mp3-preview/88f77cf2f8a30cf27b3482ffed5c4dc1237a6119?cid=b1b7bb35faa34eac9690da4b561aa86f
11601,11601,2WfaOiMkCvy7F5fcp2zZ8L,Pop,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4,https://p.scdn.co/mp3-preview/ed66a8c444c35b2f5029c04ae8e18f69d952c2bb?cid=b1b7bb35faa34eac9690da4b561aa86f
11602,11602,3S4px9f4lceWdKf0gWciFu,Pop,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4,https://p.scdn.co/mp3-preview/5f3001590e9ca084590fd3f18a300fa8391e042b?cid=b1b7bb35faa34eac9690da4b561aa86f
11604,11604,3W9eBXTpjFlRZfQdQR3czl,Pop,0.814,0.78,10,-8.77,0,0.263,0.11,0.0,0.269,0.432,124.993,159360,4,https://p.scdn.co/mp3-preview/4bd0c9a600c84f91794520f315e64b7154a5def3?cid=b1b7bb35faa34eac9690da4b561aa86f
11607,11607,6kex4EBAj0WHXDKZMEJaaF,Pop,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4,https://p.scdn.co/mp3-preview/9c1d97e992c06a30fc012de88e710ddbea9711c1?cid=b1b7bb35faa34eac9690da4b561aa86f
11608,11608,49ces5avQ5Wp4rkRfbqXw9,Pop,0.723,0.781,11,-6.335,0,0.0797,0.174,0.0817,0.219,0.581,143.937,138333,4,https://p.scdn.co/mp3-preview/851b76f46b174e921490417286266a602a83f99e?cid=b1b7bb35faa34eac9690da4b561aa86f
11609,11609,3DXncPQOG4VBw3QHh3S817,Pop,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,288600,4,https://p.scdn.co/mp3-preview/80ca4bb6fc9469ab141650c2ace64e641382db96?cid=b1b7bb35faa34eac9690da4b561aa86f
11610,11610,6JV2JOEocMgcZxYSZelKcc,Pop,0.666,0.83,0,-5.715,1,0.0751,0.0123,0.0,0.191,0.702,113.03,236002,4,https://p.scdn.co/mp3-preview/abf52d96f3f35554fcc0ea7005d9e1ce848efd77?cid=b1b7bb35faa34eac9690da4b561aa86f
11612,11612,5jGO6o6SyYwdfTbem15i6O,Pop,0.852,0.95,8,-6.059,1,0.12,0.013,0.407,0.532,0.395,125.972,127619,4,https://p.scdn.co/mp3-preview/9624f52212fcdfce613f5d941cb88ca45732d078?cid=b1b7bb35faa34eac9690da4b561aa86f
11627,11627,1L4W2tNN6lYLlRiTXUFewO,Pop,0.739,0.837,10,-5.557,0,0.0394,0.0354,2.38e-06,0.384,0.471,131.934,155455,4,https://p.scdn.co/mp3-preview/a168252752d6ba8c704116c66d95b4e8c4b1f86a?cid=b1b7bb35faa34eac9690da4b561aa86f
11629,11629,3smlpsXoDcTvDqHZTYfJLe,Pop,0.759,0.582,9,-7.414,0,0.331,0.5,9.05e-06,0.197,0.484,150.772,133510,4,https://p.scdn.co/mp3-preview/d7de9c6709d113c825d453381b89525718df04a6?cid=b1b7bb35faa34eac9690da4b561aa86f
11634,11634,0LdUrbMe0TO17pEXPdsCn8,Pop,0.722,0.651,10,-8.527,0,0.051,0.0976,2.04e-05,0.474,0.674,120.071,139000,4,https://p.scdn.co/mp3-preview/aa7f398785d49fc237695c44d233a2179c286a8f?cid=b1b7bb35faa34eac9690da4b561aa86f
11636,11636,20I6sIOMTCkB6w7ryavxtO,Pop,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,4,https://p.scdn.co/mp3-preview/dd6bac0cc510d2dc6ef796b9d046c97670c5c397?cid=b1b7bb35faa34eac9690da4b561aa86f
11649,11649,3PGrp98S56EeK9OLEXWdu0,Pop,0.665,0.805,9,-6.151,0,0.0451,0.144,0.000363,0.259,0.648,126.033,167536,4,https://p.scdn.co/mp3-preview/9297e0a35fc7156ac23dee1b41cbfa8d77cc607e?cid=b1b7bb35faa34eac9690da4b561aa86f
11651,11651,4eHbdreAnSOrDDsFfc4Fpm,Pop,0.332,0.214,4,-12.518,1,0.0349,0.845,5.62e-06,0.0839,0.11,67.531,271093,4,https://p.scdn.co/mp3-preview/db431eff82899d9af76c9156d66d29aa951c21d8?cid=b1b7bb35faa34eac9690da4b561aa86f
11659,11659,4cluDES4hQEUhmXj6TXkSo,Pop,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,199987,4,https://p.scdn.co/mp3-preview/3abcba42a4cb3566c4840c29fd6695459065b1ae?cid=b1b7bb35faa34eac9690da4b561aa86f
11666,11666,3tgZ9vmhuAY9wEoNUJskzV,Pop,0.589,0.966,11,-4.106,1,0.0972,0.03,0.0,0.147,0.802,129.983,204200,4,https://p.scdn.co/mp3-preview/3f20af56de475b3c1325094230978e48e002814f?cid=b1b7bb35faa34eac9690da4b561aa86f
11681,11681,7sLxtsFaexe1yVDtkUsddw,Pop,0.771,0.759,10,-8.085,0,0.0821,0.324,0.0,0.428,0.774,100.028,218293,4,https://p.scdn.co/mp3-preview/840f02b647be8728f725f66e4f72022fa8b3bd84?cid=b1b7bb35faa34eac9690da4b561aa86f
11687,11687,35EaSaiYjiMji47IBizlnZ,Pop,0.618,0.884,6,-6.778,1,0.0839,0.0403,0.0367,0.146,0.583,125.938,160000,4,https://p.scdn.co/mp3-preview/1426128b018e95af4eb1bd68de61804f8ed945c0?cid=b1b7bb35faa34eac9690da4b561aa86f
11689,11689,6e40mgJiCid5HRAGrbpGA6,Pop,0.689,0.702,6,-5.642,0,0.0261,0.216,0.0,0.159,0.484,99.031,213600,4,https://p.scdn.co/mp3-preview/36a039f59995c71741cdd4e8d8249fbb9c429536?cid=b1b7bb35faa34eac9690da4b561aa86f
11706,11706,4y1LsJpmMti1PfRQV9AWWe,Pop,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,238267,4,https://p.scdn.co/mp3-preview/d8dc4f720786902e4b84fe1130c35bb74398edfa?cid=b1b7bb35faa34eac9690da4b561aa86f
11707,11707,6kwAbEjseqBob48jCus7Sz,Pop,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200,4,https://p.scdn.co/mp3-preview/e5209a8f3f3e5b0d4d64e16354dbe532964ad350?cid=b1b7bb35faa34eac9690da4b561aa86f
11710,11710,2cZrrQMjB63c0iIugYH9zS,Pop,0.61,0.906,0,-2.117,1,0.0648,0.00416,0.0,0.758,0.294,127.916,231573,4,https://p.scdn.co/mp3-preview/17dbff2716beb1cdb794d86ce46373cab0eb2782?cid=b1b7bb35faa34eac9690da4b561aa86f
11712,11712,1x5sYLZiu9r5E43kMlt9f8,Pop,0.707,0.629,0,-4.581,0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,212459,4,https://p.scdn.co/mp3-preview/de52d824478549b51de6aeeb0077b00c5f0e2ead?cid=b1b7bb35faa34eac9690da4b561aa86f
11713,11713,24wsfXA19jhs1KydoqhS8H,Pop,0.788,0.627,0,-6.528,1,0.0462,0.242,0.0,0.29,0.574,121.796,152863,4,https://p.scdn.co/mp3-preview/5482a6ac8fd67a31945860976a1cc28c332e4d0f?cid=b1b7bb35faa34eac9690da4b561aa86f
11716,11716,60nZcImufyMA1MKQY3dcCH,Pop,0.647,0.822,5,-4.662,0,0.183,0.219,0.0,0.0908,0.962,160.019,232720,4,https://p.scdn.co/mp3-preview/5e0c8e5d899dea532d697fb20a851450e9614cfc?cid=b1b7bb35faa34eac9690da4b561aa86f
11721,11721,3a02ZF8sNGYqfrutgP1vLj,Pop,0.878,0.773,1,-4.602,0,0.193,0.0521,0.634,0.0717,0.708,128.014,120000,4,https://p.scdn.co/mp3-preview/2c792836a6492105d9e8d1f2ca8efb5a015777d4?cid=b1b7bb35faa34eac9690da4b561aa86f
11724,11724,5CCr8msaN3MhgqBoa9yWhH,Pop,0.696,0.809,5,-8.254,1,0.05,0.252,0.000128,0.248,0.857,132.962,131013,4,https://p.scdn.co/mp3-preview/543d8d09a5530a1ab94dd0c6f83fc4ee3e0d7f96?cid=b1b7bb35faa34eac9690da4b561aa86f
11725,11725,2yuX062OwOE7Jao97jUziv,Pop,0.755,0.562,1,-7.336,1,0.299,0.182,0.000232,0.166,0.298,126.873,158976,4,https://p.scdn.co/mp3-preview/ea0daebb39643fab4559beb2a2225ca59de6b4a4?cid=b1b7bb35faa34eac9690da4b561aa86f
11726,11726,5Ohxk2dO5COHF1krpoPigN,Pop,0.516,0.595,5,-4.63,1,0.0313,0.0275,0.0,0.109,0.222,119.972,340707,4,https://p.scdn.co/mp3-preview/3f885fdef493aadb403fc2657a605d2f5623b111?cid=b1b7bb35faa34eac9690da4b561aa86f
11727,11727,4rHZZAmHpZrA3iH5zx8frV,Pop,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,484147,4,https://p.scdn.co/mp3-preview/46994b2d9a44ac2bae88959e424bf960a42ede13?cid=b1b7bb35faa34eac9690da4b561aa86f
11728,11728,0IKK48xF4eEdfofyaeKWWO,Pop,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909,203686,4,https://p.scdn.co/mp3-preview/b59864e15145e9aa5c778a52a640a1dbac1cf476?cid=b1b7bb35faa34eac9690da4b561aa86f
11732,11732,2vwlzO0Qp8kfEtzTsCXfyE,Pop,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,221360,4,https://p.scdn.co/mp3-preview/e174e5edd688f7ae112ce20b83741e28367d37b8?cid=b1b7bb35faa34eac9690da4b561aa86f
11733,11733,7vWOMxvGXXaLKbhqBovoIV,Pop,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,309600,4,https://p.scdn.co/mp3-preview/cb283ce76eeee06a724b942d36a140cc088dd50f?cid=b1b7bb35faa34eac9690da4b561aa86f
11742,11742,08bNPGLD8AhKpnnERrAc6G,Pop,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621,4,https://p.scdn.co/mp3-preview/6245dd62009fbbe6c5479d10d5470024553d60d0?cid=b1b7bb35faa34eac9690da4b561aa86f
11751,11751,1YRU9kVtesNJetX6rTvz6E,Pop,0.75,0.936,2,-5.568,0,0.265,0.0802,1.26e-05,0.401,0.523,90.011,217253,4,https://p.scdn.co/mp3-preview/df907ebdb744ab08d23e5127107d4c7275bfd28b?cid=b1b7bb35faa34eac9690da4b561aa86f
11754,11754,2K87XMYnUMqLcX3zvtAF4G,Pop,0.73,0.703,0,-5.672,0,0.0369,0.109,0.0,0.0657,0.595,138.113,192120,4,https://p.scdn.co/mp3-preview/e7076008e9bccbf5c30ba62adb18a20040987f04?cid=b1b7bb35faa34eac9690da4b561aa86f
11757,11757,0mBP9X2gPCuapvpZ7TGDk3,Pop,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,154487,4,https://p.scdn.co/mp3-preview/9e4342eefa4f33df4e9b199e60dbce0f59e46eff?cid=b1b7bb35faa34eac9690da4b561aa86f
11758,11758,4iZ4pt7kvcaH6Yo8UoZ4s2,RnB,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,201800,4,https://p.scdn.co/mp3-preview/8c53920b5fd2c3178afa36cac9eec68b5ee9204a?cid=b1b7bb35faa34eac9690da4b561aa86f
11777,11777,0J1YRLYhTG1MBosjidD7OI,RnB,0.753,0.669,7,-4.914,0,0.104,0.0378,0.0,0.122,0.584,140.948,247469,4,https://p.scdn.co/mp3-preview/5c4da4a4cf896268e243f545f81575986c9d2948?cid=b1b7bb35faa34eac9690da4b561aa86f
11787,11787,5YABYtKx9qa56vBjlXDbmw,RnB,0.462,0.331,9,-8.794,0,0.0432,0.911,0.0,0.15,0.604,141.364,190465,3,https://p.scdn.co/mp3-preview/2f92d0abdbb28a163bae87d2bac2375adc759322?cid=b1b7bb35faa34eac9690da4b561aa86f
11791,11791,3xKsf9qdS1CyvXSMEid6g8,RnB,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,184516,3,https://p.scdn.co/mp3-preview/0e3ca894e19c37cbbbd511d9eb682d8bee030126?cid=b1b7bb35faa34eac9690da4b561aa86f
11795,11795,7eQpbVg3tjHmtdOlAHxaTr,RnB,0.66,0.688,7,-6.34,1,0.0564,0.434,0.0,0.489,0.65,118.05,249407,4,https://p.scdn.co/mp3-preview/17d1055c1a8d2c2a7057c77dc503e85fd4ba3e33?cid=b1b7bb35faa34eac9690da4b561aa86f
