,Unnamed: 0,id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url
3453,3453,6QjeR1VWbOuFA1KHyLjqXD,Country,0.527,0.739,1,-3.362,1,0.0261,0.00963,0.0,0.133,0.447,148.18,189401,4,https://p.scdn.co/mp3-preview/0f3bcbbbf15191aaf92bc8d7d30c274bb0f1beb5?cid=b1b7bb35faa34eac9690da4b561aa86f
3458,3458,39j2eJDZPXdi2j4szeT4RA,Country,0.602,0.487,11,-5.837,0,0.0277,0.38,0.0,0.0849,0.337,141.833,216646,4,https://p.scdn.co/mp3-preview/000b9f01cc91efd4322f343be7aa8992767a884d?cid=b1b7bb35faa34eac9690da4b561aa86f
3459,3459,3DQwJN1IZsmEfiDf01lgAN,Country,0.555,0.89,1,-4.741,1,0.0397,0.00321,3.86e-06,0.118,0.573,114.059,194113,4,https://p.scdn.co/mp3-preview/49b3444ff9e0993273c0ebdcaf67df89b56c7413?cid=b1b7bb35faa34eac9690da4b561aa86f
3460,3460,1ElaPKXfrZkfhNUoEDGrzI,Country,0.507,0.493,5,-6.277,1,0.028,0.399,0.0,0.109,0.255,143.817,245000,4,https://p.scdn.co/mp3-preview/04a39a3c42cbb01765d8d8a114010772e860000d?cid=b1b7bb35faa34eac9690da4b561aa86f
3465,3465,5q0sUOIMSVigoEGsTrtOJL,Country,0.45,0.463,9,-6.48,1,0.0311,0.653,0.0,0.135,0.574,78.995,176465,4,https://p.scdn.co/mp3-preview/8240269fc145ba8d3bb6c8cb163c8e4175b50d68?cid=b1b7bb35faa34eac9690da4b561aa86f
3466,3466,53z0W6inhxvtx0OWspvIAF,Country,0.556,0.881,9,-4.832,1,0.0438,0.0126,0.0,0.104,0.593,120.019,215211,4,https://p.scdn.co/mp3-preview/6878e339cd9c2ffc9877a41cd571af41126df781?cid=b1b7bb35faa34eac9690da4b561aa86f
3467,3467,4jkjmYDBLnYzaeLTBCUIak,Country,0.497,0.64,6,-6.095,1,0.146,0.0913,0.0,0.214,0.548,173.957,196825,4,https://p.scdn.co/mp3-preview/8290808730274b7df0be2d87285b8427b49226bf?cid=b1b7bb35faa34eac9690da4b561aa86f
3468,3468,4Xp2gukjRTmt3Ww81sdihf,Country,0.447,0.737,6,-3.913,1,0.0299,0.0773,0.0,0.118,0.696,158.056,170696,4,https://p.scdn.co/mp3-preview/a51ce63fb8ba0f9460a4f0ac84fe326296f0135f?cid=b1b7bb35faa34eac9690da4b561aa86f
3469,3469,0d177hWsiCYil2FF3nJ3lR,Country,0.459,0.641,9,-6.314,1,0.0359,0.294,0.0,0.0805,0.267,147.879,182669,4,https://p.scdn.co/mp3-preview/67249db745f37114e0db82cc6d4b4ffa6ff0f277?cid=b1b7bb35faa34eac9690da4b561aa86f
3474,3474,2M2STJOOUstOvPvWIil46Z,Country,0.544,0.542,0,-7.767,1,0.0372,0.261,0.0,0.0578,0.235,78.939,204873,4,https://p.scdn.co/mp3-preview/af473fc659ee536ae5a83b3ee79d9d383cda2187?cid=b1b7bb35faa34eac9690da4b561aa86f
3475,3475,2yqMupsh6bFwS7KevYhd0o,Country,0.418,0.479,4,-5.761,1,0.0269,0.00618,1.78e-05,0.109,0.19,135.629,204500,3,https://p.scdn.co/mp3-preview/94e259ebd6196776bbbdc2aa332c232cff52f65a?cid=b1b7bb35faa34eac9690da4b561aa86f
3476,3476,39bzybw83bhqxDX81VyBkc,Country,0.529,0.779,1,-4.711,1,0.0304,0.01,0.0,0.132,0.703,158.044,177894,4,https://p.scdn.co/mp3-preview/38b0474ba5d6eb4de5588922fa6ca999dfc691da?cid=b1b7bb35faa34eac9690da4b561aa86f
3477,3477,6hv9JWeMGG37jTrJSJODlK,Country,0.553,0.57,5,-5.271,1,0.0269,0.0491,0.0,0.402,0.386,129.918,180249,4,https://p.scdn.co/mp3-preview/88dfbc1bb66d8bb7f18862a9f39a953fe4e5e981?cid=b1b7bb35faa34eac9690da4b561aa86f
3478,3478,1mwAQdUh9kDs56b9LbXBAC,Country,0.64,0.656,6,-6.161,1,0.0295,0.407,3.76e-06,0.0991,0.63,138.076,186740,4,https://p.scdn.co/mp3-preview/8e078a4e3271f794f7befeecb2bf7521db9a7b16?cid=b1b7bb35faa34eac9690da4b561aa86f
3479,3479,1ZDgWqqQU172dhoKJ2AOqw,Country,0.543,0.795,4,-4.818,1,0.0343,0.0129,0.0,0.138,0.389,129.022,200907,4,https://p.scdn.co/mp3-preview/5b138cee3c504772ef40d18f3836cc013380804f?cid=b1b7bb35faa34eac9690da4b561aa86f
3480,3480,7lgga6Zfj8gWhrkHlScRJr,Country,0.7,0.535,2,-5.694,1,0.0452,0.0531,0.0,0.261,0.319,85.003,123088,4,https://p.scdn.co/mp3-preview/2c8d0de59f1b3ca92363294cb1618e691f8f3552?cid=b1b7bb35faa34eac9690da4b561aa86f
3481,3481,5Abo95RRTF7gNxK43aJIP9,Country,0.712,0.792,11,-3.534,1,0.0395,0.844,0.000223,0.115,0.961,141.922,189181,3,https://p.scdn.co/mp3-preview/54d17247d3814eb76779ea819286043aaea7c8a7?cid=b1b7bb35faa34eac9690da4b561aa86f
3482,3482,3URXeXyVY5aHqGyjPUZBr8,Country,0.525,0.476,2,-7.961,1,0.0292,0.398,0.000107,0.0936,0.382,80.067,220096,4,https://p.scdn.co/mp3-preview/bac88e2e3225810582c8f8c74256f4fe9b643677?cid=b1b7bb35faa34eac9690da4b561aa86f
3483,3483,1RojBUomor7A7lHEbkAlbR,Country,0.523,0.697,2,-5.857,1,0.0315,0.00342,0.00408,0.0875,0.267,92.065,323315,4,https://p.scdn.co/mp3-preview/32ec6f39a83ab6708c295b49ae1737c83a5ba006?cid=b1b7bb35faa34eac9690da4b561aa86f
3484,3484,5a3HvwHT14YxrOcXeUCU44,Country,0.525,0.629,1,-4.857,1,0.0509,0.069,0.0,0.0709,0.529,76.076,223865,4,https://p.scdn.co/mp3-preview/d2c295924bfede4c26cc6a339285409656f0e87c?cid=b1b7bb35faa34eac9690da4b561aa86f
3485,3485,6ZMj1fQsu45eenH28stI1w,Country,0.57,0.577,11,-8.609,1,0.0333,0.513,0.0,0.411,0.339,146.132,185240,4,https://p.scdn.co/mp3-preview/283909d43f151c9de2d7281c958028fabef27111?cid=b1b7bb35faa34eac9690da4b561aa86f
3486,3486,3WVDA3Gqfz4l7lvBCKWdfe,Country,0.684,0.801,7,-4.86,0,0.0272,0.0451,0.000155,0.116,0.576,106.011,160086,4,https://p.scdn.co/mp3-preview/87a3fb32c78f185edabdb3de7351bde28666a83a?cid=b1b7bb35faa34eac9690da4b561aa86f
3487,3487,74QLeZ1c4Obi1uza5kpzUV,Country,0.48,0.691,5,-4.84,1,0.0391,0.00211,0.0,0.377,0.492,124.928,191875,3,https://p.scdn.co/mp3-preview/75fc1a084a17f9f3070812c689da16dca2649ce3?cid=b1b7bb35faa34eac9690da4b561aa86f
3488,3488,6WkPVQxlnoOney8ULiXsxU,Country,0.45,0.332,0,-11.765,0,0.03,0.828,0.0,0.117,0.231,79.926,210750,1,https://p.scdn.co/mp3-preview/1418d922618d98e8ca3f22f58a923229c74ac21c?cid=b1b7bb35faa34eac9690da4b561aa86f
3489,3489,16URet9mbYzRbBGaWuR4KG,Country,0.494,0.845,10,-4.633,1,0.0498,0.166,0.0,0.0403,0.671,163.954,178171,4,https://p.scdn.co/mp3-preview/529eea84f4f567957363bf6b9cd60781f26399ed?cid=b1b7bb35faa34eac9690da4b561aa86f
3490,3490,1dWp477RoKn2vMxH6ViioG,Country,0.457,0.39,10,-8.769,1,0.0281,0.85,0.0,0.0955,0.149,79.784,190991,4,https://p.scdn.co/mp3-preview/694015a165f227002ed72e0dc5bf05385438ab2d?cid=b1b7bb35faa34eac9690da4b561aa86f
3491,3491,2yMb4xvIW5r7mji09NikXW,Country,0.569,0.858,5,-4.122,1,0.0474,0.0142,0.0,0.268,0.599,149.839,196798,4,https://p.scdn.co/mp3-preview/51260427f6bab4f96ecd3680a1f8363600e99e1e?cid=b1b7bb35faa34eac9690da4b561aa86f
3492,3492,2uIJRiuPPYxUYKeYVHCSf0,Country,0.544,0.862,9,-4.867,0,0.0329,0.00837,0.0,0.106,0.384,90.003,180990,4,https://p.scdn.co/mp3-preview/ccc418bd5a13af91409232dcede6df8fe42f7af5?cid=b1b7bb35faa34eac9690da4b561aa86f
3493,3493,0pmvLX3FBKNNjq8bYqm9JC,Country,0.464,0.939,7,-3.629,1,0.0505,0.00519,8.61e-06,0.0774,0.503,156.072,214369,4,https://p.scdn.co/mp3-preview/d5515f6f4999b9c99b0b0d83c221e8f8f634e78b?cid=b1b7bb35faa34eac9690da4b561aa86f
3494,3494,1ZzewjT0rZI6J9PPhq997R,Country,0.463,0.349,2,-8.875,1,0.0319,0.225,2.98e-05,0.112,0.158,155.861,205685,4,https://p.scdn.co/mp3-preview/cf1f4e45b427f27bbd2f3474f829878101a78459?cid=b1b7bb35faa34eac9690da4b561aa86f
3495,3495,5zddnCsFqqg3bel42qGlS0,Country,0.576,0.824,2,-4.99,1,0.0618,0.163,1.21e-06,0.34,0.501,106.044,226760,4,https://p.scdn.co/mp3-preview/00c58dbf23609232ab5bd1be02f35dad32ec4c75?cid=b1b7bb35faa34eac9690da4b561aa86f
3496,3496,6eFEaO0x8HPi9AqFR9wdoL,Country,0.632,0.685,11,-6.206,1,0.0521,0.137,3.12e-06,0.378,0.836,114.07,147958,4,https://p.scdn.co/mp3-preview/4c18cd330ae4031d7cd389a4cc4b8d8374149001?cid=b1b7bb35faa34eac9690da4b561aa86f
3497,3497,0BBtQTW7InGLloLnluXXVA,Country,0.578,0.473,2,-7.482,1,0.036,0.659,4.29e-05,0.104,0.276,80.885,163584,4,https://p.scdn.co/mp3-preview/59f583fd060ee5fd5ce5e3d7cd194c4bad905d90?cid=b1b7bb35faa34eac9690da4b561aa86f
3498,3498,5reDApt4fyHM09WU16yM9D,Country,0.65,0.362,3,-8.212,1,0.0384,0.758,0.0,0.1,0.515,148.005,198504,4,https://p.scdn.co/mp3-preview/df2bbcce8789330c833eb6c9959c1b204675f295?cid=b1b7bb35faa34eac9690da4b561aa86f
3499,3499,3pEDk2nATFphw0wMil2w5v,Country,0.666,0.764,9,-5.763,1,0.0622,0.171,0.0,0.0938,0.522,105.062,146679,4,https://p.scdn.co/mp3-preview/2bf61e9d8905fd956e35985e6b6410585c6344a7?cid=b1b7bb35faa34eac9690da4b561aa86f
3500,3500,34TUPfDE0mwk8iqRgy1iKJ,Country,0.692,0.709,8,-5.718,0,0.0284,0.00809,1.01e-06,0.115,0.447,117.016,244679,4,https://p.scdn.co/mp3-preview/6f932366799b7a0ed0f485b60bf2c5a803b570b3?cid=b1b7bb35faa34eac9690da4b561aa86f
3501,3501,1vsigaFFJ95LGRopttcrjg,Country,0.482,0.492,10,-6.137,1,0.0284,0.409,0.0,0.0991,0.423,146.569,223975,4,https://p.scdn.co/mp3-preview/aa1302f409617acf504c10b82dfb707a36defec2?cid=b1b7bb35faa34eac9690da4b561aa86f
3502,3502,0fxUny3hynUSDTloLen03Q,Country,0.686,0.765,11,-3.959,1,0.0262,0.157,0.0,0.342,0.728,89.971,158040,4,https://p.scdn.co/mp3-preview/ee49ca018b10a4bbe9a4e39e60d431e94dc4c108?cid=b1b7bb35faa34eac9690da4b561aa86f
3503,3503,7wHt2YAHvKN0dlE0xhQrTw,Country,0.582,0.761,2,-6.009,1,0.0337,0.0257,0.0,0.174,0.608,175.986,183013,4,https://p.scdn.co/mp3-preview/055e63f0cf2af71a8a0dda27ede6b513dcf4c8bb?cid=b1b7bb35faa34eac9690da4b561aa86f
3504,3504,1DO13adsHaFTJsSmgYwtCP,Country,0.43,0.624,10,-4.988,1,0.035,0.0245,1.06e-06,0.101,0.338,153.863,195641,4,https://p.scdn.co/mp3-preview/c1a30d51534df3c7d89d44ec1f70ed428c4e381b?cid=b1b7bb35faa34eac9690da4b561aa86f
3505,3505,5feUZNUx5YAfWTA5giyyWS,Country,0.613,0.606,8,-6.2,1,0.0304,0.131,0.0,0.107,0.543,139.855,185143,4,https://p.scdn.co/mp3-preview/e4d7b7a59d82d251067b801ab82389c43f9287c0?cid=b1b7bb35faa34eac9690da4b561aa86f
3506,3506,3XZUeRSjJQBltBtmNJFOod,Country,0.607,0.723,4,-3.598,1,0.0396,0.349,2.08e-06,0.182,0.403,134.086,204873,4,https://p.scdn.co/mp3-preview/633dd5b3146dfbc65a2e5ce2eabbf4b24caf7a6e?cid=b1b7bb35faa34eac9690da4b561aa86f
3511,3511,6Pof690ci3aferHd9VVQwO,Country,0.657,0.617,6,-7.112,0,0.0475,0.0184,0.0,0.0778,0.421,127.169,153071,4,https://p.scdn.co/mp3-preview/091d38ca71d8fb11618f372be299384a9a6aaa4e?cid=b1b7bb35faa34eac9690da4b561aa86f
3512,3512,7blnDzPBBXD5EJsY6swT36,Country,0.71,0.313,9,-8.856,1,0.0778,0.649,0.0,0.171,0.44,123.191,140625,4,https://p.scdn.co/mp3-preview/1c3ea89fe7b1de1a2d07ef95b75f3f9856545bae?cid=b1b7bb35faa34eac9690da4b561aa86f
3513,3513,6MbptM6zw9l2O0Um8AeaF2,Country,0.517,0.454,10,-11.808,1,0.0283,0.214,0.0,0.105,0.37,147.987,208784,4,https://p.scdn.co/mp3-preview/a93e5bc24f136ac7bb77288f90ece1236174ade2?cid=b1b7bb35faa34eac9690da4b561aa86f
3518,3518,2BQnFxkXGlhK6DEKys1vcB,Country,0.518,0.844,5,-5.322,0,0.036,0.00712,0.000147,0.22,0.681,145.045,170211,4,https://p.scdn.co/mp3-preview/df8e2fd37ce2762f85c8e965781278d908acab56?cid=b1b7bb35faa34eac9690da4b561aa86f
3519,3519,400dH8GoaaNGPyKm3yWqJD,Country,0.537,0.847,3,-4.395,1,0.0494,0.0078,1.97e-06,0.0762,0.424,104.099,212058,4,https://p.scdn.co/mp3-preview/8506a5d4572ee74e503d9d12cfec1bbde93eca1e?cid=b1b7bb35faa34eac9690da4b561aa86f
3548,3548,3xx0jE52PbtvwXgNaBUdch,Country,0.647,0.482,5,-8.591,1,0.0262,0.29,0.0,0.232,0.437,142.648,219080,4,https://p.scdn.co/mp3-preview/0c28d964e0fefbd8d7bedc20f203943511285a84?cid=b1b7bb35faa34eac9690da4b561aa86f
3549,3549,1Lo0QY9cvc8sUB2vnIOxDT,Country,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,265493,4,https://p.scdn.co/mp3-preview/1dc0426c95058783e0fe1d70c41583ca98317108?cid=b1b7bb35faa34eac9690da4b561aa86f
3562,3562,1ipcb9qXpSHWhSUvdxJhsx,Country,0.677,0.724,2,-8.992,1,0.0245,0.143,0.000101,0.158,0.697,90.392,212640,4,https://p.scdn.co/mp3-preview/e82f5eef20dcf783c73db6ada4a8be86bdb0d54a?cid=b1b7bb35faa34eac9690da4b561aa86f
3567,3567,6uyiyatWPCqC59Mm4rO8xL,Country,0.643,0.79,4,-6.079,1,0.0461,0.29,0.0,0.107,0.808,95.981,188893,4,https://p.scdn.co/mp3-preview/3587df4ee9fd89943486a6b3ee7d0bb7c19bfb35?cid=b1b7bb35faa34eac9690da4b561aa86f
3568,3568,3WMj8moIAXJhHsyLaqIIHI,Country,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013,3,https://p.scdn.co/mp3-preview/d33dc9df586e24c9d8f640df08b776d94680f529?cid=b1b7bb35faa34eac9690da4b561aa86f
3576,3576,2uX5f3x2cObov0iDAPln4o,Country,0.486,0.633,9,-8.414,1,0.0365,0.176,0.0,0.312,0.669,162.158,190800,4,https://p.scdn.co/mp3-preview/5bf1771f985c577172a78899f1d8cf9421be71aa?cid=b1b7bb35faa34eac9690da4b561aa86f
3577,3577,4YKAOXyqkKZ5gOZR0AmVMN,Country,0.535,0.56,4,-6.586,1,0.0901,0.287,0.0,0.209,0.785,164.17,223387,4,https://p.scdn.co/mp3-preview/082bad4ce8945aecf851d53870d8e139314298c8?cid=b1b7bb35faa34eac9690da4b561aa86f
3587,3587,2IY559smG7SXYk229NA2Vl,Country,0.571,0.818,4,-6.539,1,0.0415,0.151,0.0,0.348,0.728,163.045,158627,4,https://p.scdn.co/mp3-preview/cd13f3e0b63efd1620b67f05b9c787ce31b4090b?cid=b1b7bb35faa34eac9690da4b561aa86f
3588,3588,2Dct3GykKZ58hpWRFfe2Qd,Country,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,171693,4,https://p.scdn.co/mp3-preview/93aa7e2fe20c76296a5d256a8e19187a015fb1c7?cid=b1b7bb35faa34eac9690da4b561aa86f
3608,3608,0OWhKvvsHptt6vnnNUSM9a,Country,0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,211739,4,https://p.scdn.co/mp3-preview/6a250eb4c50841e7b0c6be61cc0eec5a3586f8a9?cid=b1b7bb35faa34eac9690da4b561aa86f
3614,3614,6E9V9TRlVOLjenGjHemzEH,Country,0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,224293,4,https://p.scdn.co/mp3-preview/dcf16761e3130355e015493b6e5f86e3defb6f3f?cid=b1b7bb35faa34eac9690da4b561aa86f
3619,3619,2tgQaL85WoRfgEa4hFQgrE,Country,0.536,0.574,7,-6.705,1,0.0254,0.75,0.00277,0.105,0.877,87.194,224947,4,https://p.scdn.co/mp3-preview/c94b286f003f6aa9e3141b4496db809aeaa70ead?cid=b1b7bb35faa34eac9690da4b561aa86f
3624,3624,1jGLlz5SDLRxnq4Tv6ydAQ,Country,0.711,0.491,7,-10.323,1,0.0295,0.381,9.12e-06,0.249,0.671,121.294,167933,4,https://p.scdn.co/mp3-preview/cc1a1cdd1ee3954fac9eb0e13da1b12b19d682db?cid=b1b7bb35faa34eac9690da4b561aa86f
3631,3631,19TKY0KksXTyTGhAImxwQ1,Country,0.49,0.817,8,-5.405,1,0.0355,0.455,0.0,0.0885,0.808,168.115,230373,4,https://p.scdn.co/mp3-preview/864f9944d5ab7986adcce66be43f2677a8671dce?cid=b1b7bb35faa34eac9690da4b561aa86f
3646,3646,698eQRku24PIYPQPHItKlA,Country,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,183160,4,https://p.scdn.co/mp3-preview/62987b51b76bd417ac56812161cf825d4c22f549?cid=b1b7bb35faa34eac9690da4b561aa86f
3652,3652,0wXThIDxO3YRJCpPgnmbkw,Country,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,179294,4,https://p.scdn.co/mp3-preview/debc354616b7a8740a151f4f7fed551654eed742?cid=b1b7bb35faa34eac9690da4b561aa86f
3661,3661,4ipZsAA3YuqCDSXiPoEGIv,Country,0.559,0.464,6,-9.687,1,0.0272,0.55,0.0,0.107,0.351,98.354,194307,4,https://p.scdn.co/mp3-preview/65de2d5b31ccb021747dbb2930387684e39e4f88?cid=b1b7bb35faa34eac9690da4b561aa86f
3662,3662,0ogTZlmFqg5xyFCMpRAEb4,Country,0.56,0.239,4,-16.732,1,0.0347,0.473,1.37e-05,0.0565,0.601,201.672,258333,4,https://p.scdn.co/mp3-preview/5395cb70b8def04a59bc02b34e5fef595b52cd09?cid=b1b7bb35faa34eac9690da4b561aa86f
3668,3668,3Pbp7cUCx4d3OAkZSCoNvn,Country,0.527,0.551,7,-11.258,1,0.0345,0.384,2.75e-06,0.403,0.443,148.035,159636,4,https://p.scdn.co/mp3-preview/4b4a41a2b1de22ce3111f82683fd9eaaad4f8440?cid=b1b7bb35faa34eac9690da4b561aa86f
3715,3715,4pCbJC43j3gSqG6Fen6upD,Country,0.583,0.351,0,-5.836,1,0.0306,0.494,0.0,0.368,0.462,79.014,227467,4,https://p.scdn.co/mp3-preview/93f347ada38bf3f3447622b920300a53005fb1e7?cid=b1b7bb35faa34eac9690da4b561aa86f
3732,3732,2rxQMGVafnNaRaXlRMWPde,Country,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4,https://p.scdn.co/mp3-preview/7160f5cd6c0e3aff6e2251b018bb0b88d2b8c101?cid=b1b7bb35faa34eac9690da4b561aa86f
3733,3733,28n8z9IQKyjMPxmvYMBqZa,Country,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,224427,4,https://p.scdn.co/mp3-preview/63730992342ccdf7712058f1cba733230e8328d3?cid=b1b7bb35faa34eac9690da4b561aa86f
3769,3769,2gT2iF1YK5r54A2PDEXVv8,Country,0.518,0.557,1,-4.839,1,0.0332,0.0258,2.46e-06,0.156,0.216,111.865,218160,3,https://p.scdn.co/mp3-preview/5706f3cc604fca07c55556bbac4fd5b89bdecad5?cid=b1b7bb35faa34eac9690da4b561aa86f
3774,3774,6DLbBlGIOjjEj0dNN25zhZ,Country,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,223120,3,https://p.scdn.co/mp3-preview/ca7195c94078dd2bf40b80acdffa3bb38b7ae378?cid=b1b7bb35faa34eac9690da4b561aa86f
3775,3775,0bILU0UiNDmA5Ff6whhb2R,Country,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,178723,4,https://p.scdn.co/mp3-preview/ff84c6f74e198ce32fde31707115f1a6efc5e2fa?cid=b1b7bb35faa34eac9690da4b561aa86f
3776,3776,78Du4CMFgnhdlG33gblkiP,Country,0.678,0.264,10,-12.384,1,0.0622,0.753,0.0,0.302,0.528,121.722,187244,4,https://p.scdn.co/mp3-preview/afacdcf7e5b3560d5dcd5596e0e4caae9b0a7fc9?cid=b1b7bb35faa34eac9690da4b561aa86f
3790,3790,43SoxERu5UlXAgt4Es1VQU,Country,0.647,0.477,6,-8.264,1,0.0356,0.0585,0.0,0.159,0.477,142.034,184949,4,https://p.scdn.co/mp3-preview/43ce82b90489c5b3aea3ced3be15f370d50a326a?cid=b1b7bb35faa34eac9690da4b561aa86f
3796,3796,1ZpPaBDswjV3VSUKqLDXPE,Country,0.626,0.583,0,-7.346,0,0.0318,0.276,0.0,0.141,0.428,87.977,228145,4,https://p.scdn.co/mp3-preview/3eecc5c99bdf656565487479a00b51b008da860d?cid=b1b7bb35faa34eac9690da4b561aa86f
3801,3801,0fCwTrRNfoNk962ati8n2K,Country,0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,218280,4,https://p.scdn.co/mp3-preview/9812fee49ff8efab5748d94769250dfec5daf844?cid=b1b7bb35faa34eac9690da4b561aa86f
3828,3828,07on0OB2cdPt79IFsgdRUy,Country,0.502,0.771,6,-4.246,1,0.032,0.0123,1.82e-05,0.0801,0.557,157.978,197400,4,https://p.scdn.co/mp3-preview/cddc53b034f5e8a7accf9f518c16b7c767dbf9f0?cid=b1b7bb35faa34eac9690da4b561aa86f
3833,3833,5ya0TmUQw2wHMkq36rPsnd,Country,0.461,0.887,11,-4.871,0,0.0429,0.000219,0.0,0.104,0.411,95.964,189987,4,https://p.scdn.co/mp3-preview/8ddc5f5f5217d4f0ed967a0da94ad86a42d01985?cid=b1b7bb35faa34eac9690da4b561aa86f
3834,3834,2wrJq5XKLnmhRXHIAf9xBa,Country,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4,https://p.scdn.co/mp3-preview/d36cde63177e7e6d460340bd5763780323b6374e?cid=b1b7bb35faa34eac9690da4b561aa86f
3844,3844,4rXLjWdF2ZZpXCVTfWcshS,Hip-Hop,0.847,0.622,1,-6.747,0,0.0903,0.119,0.0,0.285,0.22,130.001,125040,4,https://p.scdn.co/mp3-preview/f237ab921af697ba9b49e12fa167c2ce1a82d6b4?cid=b1b7bb35faa34eac9690da4b561aa86f
3884,3884,6TdFkofgTvN0WfnWFmh4a6,Hip-Hop,0.678,0.758,1,-6.524,1,0.227,0.00495,0.0,0.57,0.318,165.423,220584,4,https://p.scdn.co/mp3-preview/380a27f03c51b176b0a6a7b17ad0c2277913dc49?cid=b1b7bb35faa34eac9690da4b561aa86f
3885,3885,6wsqVwoiVH2kde4k4KKAFU,Hip-Hop,0.927,0.619,5,-4.441,0,0.0539,0.0186,0.0,0.104,0.817,117.995,211582,4,https://p.scdn.co/mp3-preview/71d86e04987feee653ae3087aa76e782bced382d?cid=b1b7bb35faa34eac9690da4b561aa86f
3890,3890,42VsgItocQwOQC3XWZ8JNA,Hip-Hop,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038,191701,4,https://p.scdn.co/mp3-preview/4b0178cf6991f59db18e12e2219ff11e27474b0a?cid=b1b7bb35faa34eac9690da4b561aa86f
3957,3957,6HgWWaMu31KdOpEG5l28BG,Hip-Hop,0.829,0.436,3,-8.205,1,0.327,0.15,0.0,0.0954,0.693,143.031,223204,4,https://p.scdn.co/mp3-preview/736c0ff37c1b6b7ca182ea6e78db36163e5e6eae?cid=b1b7bb35faa34eac9690da4b561aa86f
3989,3989,1i9lZvlaDdWDPyXEE95aiq,Hip-Hop,0.458,0.535,5,-4.854,0,0.0281,0.575,0.0,0.168,0.216,82.826,353755,4,https://p.scdn.co/mp3-preview/044ceba2a9451325fc9bf007447a2bdc333123b9?cid=b1b7bb35faa34eac9690da4b561aa86f
4021,4021,7sO5G9EABYOXQKNPNiE9NR,Hip-Hop,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,172800,4,https://p.scdn.co/mp3-preview/89cee86b4663ac093731d7a433491dd71e286f61?cid=b1b7bb35faa34eac9690da4b561aa86f
4026,4026,5SWnsxjhdcEDc7LJjq9UHk,Hip-Hop,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,195906,4,https://p.scdn.co/mp3-preview/743b07834a095402147d26a45f26688c77f1b6a3?cid=b1b7bb35faa34eac9690da4b561aa86f
4031,4031,59nOXPmaKlBfGMDeOVGrIK,Hip-Hop,0.463,0.642,1,-4.474,1,0.34,0.314,0.0,0.0686,0.339,83.389,189893,4,https://p.scdn.co/mp3-preview/38e12dbcba624463f1a360afd5dcceaf281b1ea5?cid=b1b7bb35faa34eac9690da4b561aa86f
4035,4035,67nepsnrcZkowTxMWigSbb,Hip-Hop,0.557,0.774,7,-5.275,0,0.351,0.012,0.0,0.396,0.397,111.975,246134,4,https://p.scdn.co/mp3-preview/7c7e0e4419d101bcf73764f245639d7bc83b662a?cid=b1b7bb35faa34eac9690da4b561aa86f
4073,4073,7GX5flRQZVHRAGd6B4TmDO,Hip-Hop,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,0.401,155.096,182707,4,https://p.scdn.co/mp3-preview/115d957b81400862451425d9591dfa938da476da?cid=b1b7bb35faa34eac9690da4b561aa86f
4074,4074,3LtpKP5abr2qqjunvjlX5i,Hip-Hop,0.911,0.573,6,-7.43,1,0.288,0.38,0.0,0.403,0.972,140.04,97393,4,https://p.scdn.co/mp3-preview/41105628e270a026ac9aecacd44e3373fceb9f43?cid=b1b7bb35faa34eac9690da4b561aa86f
4084,4084,1VLtjHwRWOVJiE5Py7JxoQ,Hip-Hop,0.832,0.534,1,-7.813,0,0.253,0.345,0.0,0.165,0.116,93.924,132833,4,https://p.scdn.co/mp3-preview/26ae09172d72ee19e5752397269942b476fa0b0f?cid=b1b7bb35faa34eac9690da4b561aa86f
4086,4086,52NGJPcLUzQq5w7uv4e5gf,Hip-Hop,0.843,0.669,1,-4.105,0,0.0639,0.0846,1.28e-05,0.105,0.435,136.979,238253,4,https://p.scdn.co/mp3-preview/511bdf681359f3b57dfa25344f34c2b66ecc4326?cid=b1b7bb35faa34eac9690da4b561aa86f
